marketplacename,stock,tahunterbit,hargabuku,berat,lembartotal,status,urgent,tipetransaksi,servicefee,jumlah_order,jumlahcetak,kategoriutama,kategorisekunder,kategoritersier,statussku,tahun_transaksi,bulan_transaksi,hari_transaksi,dayofyear
5,0,2019.0,54000,0.0,20.0,3,0,0,0,1,0,8,84,35,0,2023,1,24,24
3,2,2020.0,76000,0.0,41.0,1,0,0,4928,1,0,10,24,53,0,2023,1,24,24
3,2,2016.0,72500,0.0,59.0,3,0,0,0,1,0,3,13,68,0,2023,1,24,24
3,2,2022.0,176000,0.0,59.0,3,0,0,0,1,1,5,16,53,0,2023,1,24,24
3,0,2013.0,139000,0.0,121.0,1,0,0,12432,1,1,8,46,53,0,2023,1,24,24
6,0,2019.0,179000,0.0,137.0,1,0,1,0,1,1,8,20,53,0,2023,1,24,24
3,0,2019.0,102000,0.0,65.0,3,0,0,0,1,1,10,10,66,1,2023,1,24,24
5,1,2014.0,116000,0.0,92.0,3,0,0,0,1,1,10,24,43,1,2023,1,24,24
3,1,2019.0,79000,0.0,38.0,1,0,0,5712,1,0,4,37,53,0,2023,1,24,24
3,0,2019.0,164000,0.0,59.0,3,0,0,0,1,0,10,79,60,0,2023,1,24,24
3,0,2018.0,113000,0.0,59.0,3,0,0,0,2,2,7,71,53,0,2023,1,24,24
3,0,2019.0,137000,0.0,102.0,3,0,0,0,1,1,10,24,53,1,2023,1,24,24
3,0,2018.0,168000,0.0,152.0,3,0,0,0,1,1,5,40,53,0,2023,1,24,24
3,0,2019.0,125000,0.0,59.0,1,0,0,10864,1,1,3,66,11,0,2023,1,24,24
5,0,2021.0,83000,0.0,59.0,3,0,0,0,1,0,5,22,36,0,2023,1,24,24
3,0,2022.0,120000,0.0,66.0,3,0,0,0,1,1,4,61,15,0,2023,1,23,23
5,0,2021.0,75000,0.0,59.0,1,0,0,4836,1,1,3,51,52,0,2023,1,23,23
5,0,2021.0,88000,0.0,59.0,1,0,0,2850,1,1,8,90,53,0,2023,1,23,23
5,1,2019.0,79000,0.0,36.0,1,0,0,4368,1,0,10,24,53,0,2023,1,23,23
3,0,2015.0,101500,0.0,59.0,3,0,0,0,1,1,2,7,53,0,2023,1,23,23
5,0,2017.0,138000,0.0,135.0,3,0,0,0,1,1,8,46,72,0,2023,1,23,23
5,0,2022.0,112000,0.0,120.0,1,0,0,7722,1,0,0,27,53,0,2023,1,23,23
5,2,2021.0,46000,0.0,17.0,1,0,0,9906,1,0,1,68,11,0,2023,1,23,23
5,0,2019.0,107000,0.0,59.0,1,0,0,9906,1,0,1,58,53,0,2023,1,23,23
5,0,2018.0,87000,0.0,59.0,1,0,0,4992,1,1,3,3,41,1,2023,1,23,23
3,0,2019.0,92000,0.0,59.0,3,0,0,0,1,0,1,38,53,0,2023,1,23,23
3,0,2017.0,91000,0.0,50.0,3,0,0,0,1,1,5,41,53,0,2023,1,23,23
3,0,2022.0,76000,0.0,59.0,3,0,0,0,1,1,5,31,31,0,2023,1,23,23
3,1,2013.0,98000,0.0,66.0,3,0,0,0,1,0,5,29,53,0,2023,1,23,23
3,0,2019.0,59000,0.0,59.0,1,0,0,3472,1,2,5,36,53,0,2023,1,23,23
3,0,2018.0,83000,0.0,59.0,1,0,0,6160,1,1,8,86,45,0,2023,1,23,23
3,1,2020.0,124000,0.0,68.0,1,0,0,10752,1,2,1,38,53,1,2023,1,23,23
3,0,2019.0,92000,0.0,55.0,1,0,0,7168,1,0,3,62,11,0,2023,1,23,23
3,1,2019.0,79000,0.0,38.0,1,0,0,5712,1,0,4,37,53,0,2023,1,23,23
3,1,2018.0,61000,0.0,39.0,1,0,0,3696,1,2,3,44,45,0,2023,1,23,23
3,2,2021.0,75000,0.0,44.0,1,0,0,5264,1,1,6,81,53,0,2023,1,23,23
3,0,2018.0,83000,0.0,59.0,1,0,0,6160,1,1,8,86,45,0,2023,1,23,23
3,24,2019.0,68000,0.0,59.0,1,0,0,4480,1,2,0,27,53,0,2023,1,23,23
4,0,2022.0,155000,0.0,96.0,3,0,0,0,1,1,3,13,45,1,2023,1,23,23
3,0,2019.0,150000,0.0,97.0,1,0,0,13042,1,1,5,41,53,0,2023,1,23,23
3,0,2019.0,93000,0.0,59.0,1,0,0,7280,1,1,6,45,75,0,2023,1,23,23
3,0,2018.0,100500,0.0,59.0,1,0,0,17976,1,0,6,45,53,0,2023,1,23,23
3,1,2021.0,111000,0.0,63.0,1,0,0,17976,1,0,6,44,53,0,2023,1,23,23
3,0,2019.0,112000,0.0,77.0,1,0,0,9408,1,1,5,41,53,0,2023,1,23,23
3,2,2021.0,75000,0.0,44.0,1,0,0,5264,1,1,6,81,53,0,2023,1,23,23
3,2,2021.0,75000,0.0,44.0,1,0,0,5264,1,1,6,81,53,0,2023,1,23,23
3,0,2018.0,83000,0.0,59.0,1,0,0,6160,1,1,8,86,45,0,2023,1,23,23
3,0,2015.0,273000,0.0,264.0,1,0,0,27440,1,1,3,13,5,0,2023,1,23,23
3,1,2020.0,83000,0.0,59.0,1,0,0,6160,1,0,2,7,53,0,2023,1,23,23
3,1,2019.0,79000,0.0,38.0,1,0,0,5712,1,0,4,37,53,0,2023,1,23,23
3,0,2022.0,146000,0.0,53.0,1,0,0,13216,1,1,8,46,70,0,2023,1,23,23
3,0,2018.0,98000,0.0,57.0,1,0,0,7840,1,1,8,86,45,0,2023,1,23,23
4,0,2021.0,109000,0.0,57.0,3,0,0,0,1,1,4,55,53,0,2023,1,23,23
3,1,2019.0,73500,0.0,59.0,1,0,0,5096,1,2,8,88,41,0,2023,1,23,23
3,0,2021.0,70000,0.0,37.0,1,0,0,4704,1,1,4,61,53,0,2023,1,23,23
3,0,2018.0,83000,0.0,59.0,1,0,0,6160,1,1,8,86,45,0,2023,1,23,23
3,0,2013.0,104500,0.0,70.0,1,0,0,8568,1,1,8,46,53,0,2023,1,23,23
3,1,2019.0,111000,0.0,59.0,1,0,0,9296,1,2,4,61,53,0,2023,1,23,23
3,1,2018.0,74500,0.0,29.0,1,0,0,5208,1,2,2,7,63,1,2023,1,23,23
3,3,2017.0,97000,0.0,64.0,1,0,0,7728,1,2,10,70,53,0,2023,1,23,23
3,3,2017.0,88000,0.0,50.0,3,0,0,0,1,0,6,19,70,1,2023,1,23,23
3,0,2019.0,98000,0.0,56.0,3,0,0,0,1,1,8,46,72,0,2023,1,23,23
3,0,2013.0,139000,0.0,121.0,1,0,0,12432,1,1,8,46,53,0,2023,1,23,23
3,0,2022.0,112000,0.0,59.0,3,0,0,0,1,1,8,46,72,0,2023,1,23,23
3,0,2022.0,499000,0.0,355.0,3,0,0,0,1,1,10,24,53,0,2023,1,23,23
3,1,2019.0,82000,0.0,40.0,3,0,0,0,1,0,0,18,53,0,2023,1,23,23
3,2,2020.0,74000,0.0,59.0,3,0,0,0,1,2,4,56,53,1,2023,1,23,23
3,1,2019.0,153000,0.0,105.0,3,0,0,0,1,0,8,46,72,1,2023,1,23,23
3,0,2020.0,155000,0.0,101.0,3,0,0,0,1,1,10,47,10,0,2023,1,23,23
3,0,2019.0,59000,0.0,59.0,1,0,0,18312,1,0,5,36,53,0,2023,1,23,23
3,2,2018.0,43000,0.0,22.0,1,0,0,18312,1,0,5,31,26,0,2023,1,23,23
3,0,2019.0,52500,0.0,24.0,1,0,0,18312,1,1,5,31,53,0,2023,1,23,23
3,3,2018.0,76000,0.0,31.0,1,0,0,18312,1,0,5,34,14,0,2023,1,23,23
3,0,2019.0,77000,0.0,37.0,3,1,0,0,1,0,4,83,25,0,2023,1,23,23
3,1,2019.0,49000,0.0,59.0,3,1,0,0,1,1,7,71,45,0,2023,1,23,23
3,1,2015.0,119000,0.0,98.0,3,0,0,0,1,0,8,46,72,1,2023,1,23,23
3,4,2019.0,78000,0.0,40.0,3,0,0,0,1,2,3,44,53,0,2023,1,23,23
3,0,2019.0,71000,0.0,32.0,3,0,0,0,1,1,10,70,53,0,2023,1,23,23
3,0,2022.0,136000,0.0,59.0,3,0,0,0,1,1,5,29,36,0,2023,1,23,23
3,2,2019.0,86000,0.0,46.0,3,0,0,0,1,2,3,51,52,0,2023,1,23,23
3,0,2019.0,85500,0.0,54.0,1,0,0,6440,1,1,3,44,45,0,2023,1,23,23
3,0,2022.0,120000,0.0,66.0,3,0,0,0,1,1,4,61,15,0,2023,1,23,23
3,0,2022.0,120000,0.0,66.0,3,0,0,0,1,1,4,61,15,0,2023,1,23,23
3,1,2017.0,76000,0.0,32.0,3,0,0,0,1,2,8,20,78,1,2023,1,23,23
3,0,2021.0,231000,0.0,59.0,3,0,0,0,2,2,6,52,68,0,2023,1,23,23
3,0,2022.0,120000,0.0,66.0,3,0,0,0,1,1,4,61,15,0,2023,1,23,23
3,0,2022.0,120000,0.0,66.0,3,0,0,0,1,1,4,61,15,0,2023,1,23,23
3,0,2022.0,120000,0.0,66.0,3,0,0,0,1,1,4,61,15,0,2023,1,23,23
3,0,2022.0,112000,0.0,120.0,1,0,0,29904,3,0,0,27,53,0,2023,1,23,23
3,0,2022.0,120000,0.0,66.0,3,0,0,0,1,1,4,61,15,0,2023,1,23,23
3,0,2022.0,120000,0.0,66.0,3,0,0,0,1,1,4,61,15,0,2023,1,23,23
3,1,2018.0,61000,0.0,39.0,1,0,0,3696,1,0,3,44,45,0,2023,1,23,23
3,0,2022.0,120000,0.0,66.0,3,0,0,0,1,1,4,61,15,0,2023,1,23,23
3,0,2022.0,120000,0.0,66.0,3,0,0,0,1,1,4,61,15,0,2023,1,23,23
3,0,2013.0,139000,0.0,121.0,1,0,0,12432,1,1,8,46,53,0,2023,1,23,23
3,0,2021.0,75000,0.0,59.0,3,0,0,0,1,1,3,51,52,0,2023,1,23,23
3,0,2018.0,81000,0.0,54.0,3,0,0,0,2,2,6,52,53,0,2023,1,23,23
3,24,2019.0,68000,0.0,59.0,1,0,0,4480,1,2,0,27,53,0,2023,1,23,23
3,0,2021.0,107000,0.0,59.0,3,0,0,0,1,1,2,76,51,0,2023,1,23,23
3,0,2021.0,75000,0.0,59.0,3,0,0,0,1,1,1,68,75,0,2023,1,23,23
3,0,2017.0,116000,0.0,92.0,1,0,0,9856,1,1,6,5,31,0,2023,1,23,23
3,0,2021.0,151000,0.0,98.0,3,0,0,0,2,2,10,80,53,1,2023,1,23,23
3,1,2019.0,79000,0.0,38.0,1,0,0,5712,1,0,4,37,53,0,2023,1,23,23
3,0,2019.0,81000,0.0,59.0,3,0,0,0,1,1,8,57,69,1,2023,1,23,23
3,0,2019.0,227000,0.0,184.0,1,0,0,21168,1,1,3,3,11,0,2023,1,23,23
3,0,2019.0,73000,0.0,59.0,3,0,0,0,1,0,2,7,63,0,2023,1,23,23
3,1,2022.0,79000,0.0,36.0,3,0,0,0,2,0,8,20,36,0,2023,1,23,23
3,1,2016.0,71000,0.0,22.0,3,0,0,0,1,0,8,46,53,0,2023,1,23,23
3,0,2018.0,127000,0.0,101.0,3,0,0,0,1,0,1,58,53,1,2023,1,23,23
3,0,2015.0,83000,0.0,42.0,3,0,0,0,1,0,2,28,53,0,2023,1,23,23
3,1,2019.0,76000,0.0,44.0,3,0,0,0,1,0,10,10,66,0,2023,1,23,23
3,1,2018.0,127500,0.0,108.0,1,0,0,11144,1,1,4,37,53,0,2023,1,23,23
3,1,2018.0,99000,0.0,69.0,3,0,0,0,1,2,5,40,43,0,2023,1,23,23
3,2,2021.0,75000,0.0,44.0,1,0,0,5264,1,1,6,81,53,0,2023,1,23,23
3,0,2019.0,83000,0.0,41.0,3,0,0,0,1,1,10,47,53,0,2023,1,23,23
3,0,2015.0,151000,0.0,134.0,1,0,0,0,1,1,3,51,71,0,2023,1,23,23
3,0,2020.0,76000,0.0,36.0,3,0,0,0,1,2,4,37,53,0,2023,1,23,23
5,0,2018.0,151000,0.0,134.0,3,0,0,0,1,1,8,86,45,0,2023,1,23,23
3,0,2022.0,96000,0.0,65.0,3,0,0,0,1,1,7,71,21,0,2023,1,23,23
3,0,2022.0,97000,0.0,39.0,3,0,0,0,1,1,1,68,75,1,2023,1,23,23
3,0,2019.0,66000,0.0,35.0,3,0,0,0,1,2,10,24,53,1,2023,1,23,23
3,0,2019.0,63000,0.0,37.0,3,0,0,0,1,1,4,53,2,1,2023,1,23,23
3,2,2021.0,75000,0.0,44.0,1,0,0,5264,1,1,6,81,53,0,2023,1,23,23
3,1,2022.0,86000,0.0,49.0,3,0,0,0,1,2,10,24,60,0,2023,1,23,23
3,2,2015.0,87000,0.0,59.0,3,0,0,0,1,2,1,68,53,0,2023,1,23,23
3,0,2022.0,91000,0.0,50.0,3,0,0,0,1,1,8,46,72,0,2023,1,23,23
3,0,2021.0,70000,0.0,40.0,3,0,0,0,1,0,10,70,53,0,2023,1,23,23
3,0,2013.0,104500,0.0,70.0,1,0,0,8568,1,1,8,46,53,0,2023,1,23,23
3,0,2020.0,224000,0.0,155.0,1,0,0,20087,1,1,8,90,69,0,2023,1,23,23
3,2,2021.0,75000,0.0,44.0,1,0,0,5264,1,1,6,81,53,0,2023,1,23,23
3,2,2021.0,75000,0.0,44.0,1,0,0,5264,1,1,6,81,53,0,2023,1,23,23
3,0,2018.0,111500,0.0,84.0,1,0,0,9352,1,0,11,48,53,0,2023,1,23,23
3,0,2021.0,122000,0.0,59.0,3,0,0,0,1,1,2,7,53,0,2023,1,23,23
3,0,2019.0,86000,0.0,46.0,3,0,0,0,1,1,4,37,53,0,2023,1,23,23
3,0,2014.0,124000,0.0,108.0,1,0,0,10356,1,1,5,22,75,0,2023,1,23,23
3,0,2019.0,154000,0.0,94.0,3,0,0,0,1,1,11,54,53,1,2023,1,23,23
3,0,2018.0,134000,0.0,112.0,3,0,0,0,1,1,6,19,69,1,2023,1,23,23
3,2,2022.0,90000,0.0,43.0,3,0,0,0,1,0,10,24,53,0,2023,1,23,23
3,0,2018.0,90000,0.0,41.0,3,0,0,0,1,1,9,74,16,1,2023,1,23,23
3,1,2022.0,105000,0.0,54.0,3,0,0,0,1,1,1,68,76,0,2023,1,23,23
3,0,2019.0,89000,0.0,49.0,3,0,0,0,1,1,3,51,52,0,2023,1,23,23
3,0,2018.0,91000,0.0,42.0,3,0,0,0,1,1,6,52,53,0,2023,1,23,23
3,0,2022.0,178000,0.0,59.0,3,0,0,0,1,1,8,67,41,0,2023,1,23,23
3,0,2018.0,118000,0.0,59.0,1,0,0,10080,1,1,9,74,46,0,2023,1,23,23
3,0,2018.0,83000,0.0,59.0,3,0,0,0,3,3,8,86,45,0,2023,1,23,23
3,0,2017.0,152000,0.0,135.0,3,0,0,0,1,1,8,46,53,0,2023,1,23,23
3,2,2021.0,75000,0.0,44.0,3,0,0,0,4,4,6,81,53,0,2023,1,23,23
5,0,2018.0,13000,0.0,99.0,3,0,0,0,1,1,8,86,53,0,2023,1,23,23
6,0,2019.0,799500,0.0,303.0,1,0,1,0,1,1,8,67,74,1,2023,1,23,23
6,0,2019.0,179000,0.0,137.0,1,0,1,0,1,1,8,20,53,0,2023,1,23,23
3,0,2021.0,130000,0.0,72.0,1,0,0,11138,1,1,5,16,53,0,2023,1,23,23
3,1,2017.0,44000,0.0,59.0,1,0,0,1792,1,0,11,48,53,0,2023,1,23,23
3,0,2022.0,112000,0.0,120.0,1,0,0,9408,1,0,0,27,53,0,2023,1,23,23
3,0,2018.0,101000,0.0,62.0,1,0,0,8176,1,1,1,92,19,0,2023,1,23,23
3,0,2021.0,120000,0.0,59.0,1,0,0,10186,1,1,8,90,53,0,2023,1,23,23
3,0,2019.0,83000,0.0,59.0,1,0,0,6160,1,0,5,41,72,0,2023,1,23,23
3,0,2019.0,227000,0.0,184.0,1,0,0,20608,1,1,3,3,11,0,2023,1,23,23
4,24,2019.0,68000,0.0,59.0,1,0,0,0,1,2,0,27,53,0,2023,1,23,23
4,1,2020.0,136000,0.0,42.0,1,0,0,0,1,1,10,70,53,0,2023,1,23,23
4,0,2020.0,129000,0.0,72.0,1,0,0,0,1,1,5,31,53,0,2023,1,23,23
4,24,2019.0,68000,0.0,59.0,1,0,0,0,1,2,0,27,53,0,2023,1,23,23
4,0,2019.0,227000,0.0,184.0,1,0,0,0,1,1,3,3,11,0,2023,1,23,23
4,0,2019.0,227000,0.0,184.0,1,0,0,0,1,1,3,3,11,0,2023,1,23,23
4,0,2019.0,85500,0.0,54.0,1,0,0,0,1,1,3,44,45,0,2023,1,23,23
4,4,2019.0,78000,0.0,40.0,1,0,0,0,1,2,3,44,53,0,2023,1,23,23
3,1,2019.0,73000,0.0,31.0,3,0,0,0,1,2,4,61,32,0,2023,1,23,23
3,0,2017.0,166000,0.0,150.0,1,0,0,15456,1,1,6,52,53,0,2023,1,23,23
3,0,2019.0,135000,0.0,80.0,1,0,0,11984,1,1,8,46,72,0,2023,1,23,23
3,2,2022.0,135000,348.0,59.0,1,0,0,39200,1,2,8,0,69,1,2023,1,23,23
3,0,2021.0,105000,0.0,59.0,1,0,0,39200,1,0,8,0,64,1,2023,1,23,23
3,0,2018.0,87000,0.0,59.0,1,0,0,39200,1,1,8,0,53,0,2023,1,23,23
3,0,2018.0,90000,0.0,40.0,1,0,0,39200,1,1,8,0,69,0,2023,1,23,23
3,1,2013.0,75500,0.0,31.0,3,0,0,0,1,0,5,41,53,0,2023,1,23,23
3,0,2019.0,74000,0.0,43.0,3,0,0,0,1,1,4,53,53,0,2023,1,23,23
3,0,2020.0,121000,0.0,61.0,3,0,0,0,1,1,8,46,72,1,2023,1,23,23
3,1,2019.0,55000,0.0,22.0,1,0,0,3024,1,2,11,11,53,1,2023,1,23,23
3,0,2018.0,83000,0.0,59.0,1,0,0,6160,1,1,8,86,45,0,2023,1,23,23
3,0,2020.0,52000,0.0,59.0,1,0,0,22512,1,0,8,84,40,1,2023,1,23,23
3,5,2022.0,200000,0.0,129.0,1,0,0,22512,1,1,6,45,53,1,2023,1,23,23
3,2,2021.0,75000,0.0,44.0,1,0,0,33712,1,1,6,81,53,0,2023,1,23,23
3,0,2018.0,95500,0.0,52.0,1,0,0,33712,1,1,6,19,53,0,2023,1,23,23
3,0,2017.0,84000,0.0,45.0,1,0,0,33712,1,2,4,37,53,0,2023,1,23,23
3,0,2021.0,123000,0.0,67.0,1,0,0,33712,1,1,6,81,53,1,2023,1,23,23
5,0,2016.0,84500,0.0,44.0,3,0,0,0,1,0,5,35,53,0,2023,1,23,23
5,1,2019.0,106000,0.0,51.0,3,0,0,0,1,1,2,76,53,0,2023,1,23,23
5,1,2018.0,91500,0.0,55.0,3,0,0,0,1,2,10,80,21,1,2023,1,23,23
3,0,2020.0,100000,0.0,72.0,3,0,0,0,1,1,10,24,53,0,2023,1,23,23
5,0,2017.0,118000,0.0,97.0,3,0,0,0,1,1,3,13,53,0,2023,1,23,23
3,0,2014.0,168000,0.0,136.0,3,0,0,0,1,1,9,75,46,0,2023,1,23,23
3,0,2018.0,144000,0.0,126.0,3,0,0,0,1,1,8,90,69,0,2023,1,23,23
5,1,2018.0,45000,0.0,22.0,3,0,0,0,1,0,4,61,32,0,2023,1,23,23
5,0,2019.0,166000,0.0,59.0,3,0,0,0,1,1,3,51,53,1,2023,1,23,23
5,1,2019.0,73000,0.0,59.0,3,0,0,0,1,0,8,46,72,1,2023,1,23,23
3,0,2019.0,85500,0.0,54.0,1,0,0,6440,1,1,3,44,45,0,2023,1,23,23
3,2,2019.0,99000,0.0,66.0,1,0,0,7952,1,1,8,87,53,0,2023,1,23,23
3,0,2016.0,118000,0.0,97.0,1,0,0,9996,1,1,3,51,53,1,2023,1,23,23
3,0,2018.0,157000,0.0,140.0,1,0,0,14448,1,0,5,41,53,0,2023,1,23,23
3,0,2013.0,139000,0.0,121.0,3,0,0,0,1,0,6,45,53,0,2023,1,23,23
3,4,2017.0,113000,0.0,87.0,3,0,0,0,1,0,5,41,45,0,2023,1,23,23
3,0,2018.0,132000,0.0,59.0,3,0,0,0,1,1,10,59,66,1,2023,1,23,23
3,0,2019.0,102000,0.0,52.0,3,0,0,0,1,1,0,27,53,1,2023,1,23,23
3,0,2018.0,95500,0.0,75.0,3,0,0,0,1,1,3,3,53,0,2023,1,23,23
3,0,2022.0,166000,0.0,87.0,3,0,0,0,1,1,4,37,53,0,2023,1,23,23
3,0,2019.0,71000,0.0,32.0,3,0,0,0,1,0,10,70,53,0,2023,1,23,23
3,0,2022.0,133000,0.0,67.0,3,0,0,0,1,1,1,68,4,1,2023,1,23,23
3,0,2021.0,178000,0.0,129.0,3,0,0,0,1,1,8,46,69,0,2023,1,23,23
3,0,2013.0,104500,0.0,70.0,3,0,0,0,3,3,8,46,53,0,2023,1,23,23
3,0,2022.0,210000,0.0,128.0,3,0,0,0,1,1,10,80,45,1,2023,1,23,23
3,0,2018.0,136000,0.0,45.0,3,0,0,0,1,2,7,71,34,0,2023,1,23,23
3,0,2021.0,54000,0.0,59.0,3,0,0,0,1,0,5,16,53,0,2023,1,23,23
3,1,2022.0,113000,0.0,44.0,3,0,0,0,1,2,6,45,53,0,2023,1,23,23
5,0,2020.0,224000,0.0,155.0,3,0,0,0,1,1,8,90,69,0,2023,1,23,23
3,1,2021.0,96000,0.0,46.0,3,0,0,0,3,4,6,45,53,0,2023,1,23,23
3,0,2021.0,86000,0.0,59.0,3,0,0,0,1,1,4,61,32,1,2023,1,23,23
3,0,2021.0,105000,0.0,59.0,3,0,0,0,1,1,6,52,68,0,2023,1,23,23
3,0,2018.0,110500,0.0,82.0,3,0,0,0,1,1,10,24,11,1,2023,1,23,23
3,0,2020.0,76000,0.0,35.0,1,0,0,4928,1,1,0,18,53,0,2023,1,23,23
3,0,2017.0,181000,0.0,217.0,1,0,0,16016,1,1,6,5,53,0,2023,1,23,23
3,0,2013.0,139000,0.0,121.0,1,0,0,11995,1,1,8,46,53,0,2023,1,23,23
3,0,2019.0,154000,0.0,100.0,1,0,0,14112,1,1,10,24,53,0,2023,1,23,23
3,0,2021.0,91000,0.0,53.0,3,0,0,0,1,1,5,41,47,0,2023,1,23,23
3,0,2020.0,113000,0.0,63.0,3,0,0,0,1,1,4,53,53,0,2023,1,23,23
3,0,2017.0,77000,0.0,34.0,3,0,0,0,1,2,5,31,53,0,2023,1,23,23
3,0,2019.0,81000,0.0,39.0,3,0,0,0,1,1,5,41,3,0,2023,1,23,23
3,0,2017.0,77000,0.0,34.0,3,0,0,0,1,2,5,31,53,0,2023,1,23,23
3,0,2019.0,110000,0.0,59.0,3,0,0,0,1,1,10,79,53,0,2023,1,23,23
3,0,2019.0,126000,0.0,73.0,1,0,0,10758,1,1,8,20,59,0,2023,1,23,23
3,1,2019.0,79000,0.0,38.0,1,0,0,5712,1,0,4,37,53,0,2023,1,23,23
3,0,2017.0,77000,0.0,34.0,3,0,0,0,1,0,5,31,53,0,2023,1,23,23
3,0,2019.0,203000,0.0,138.0,3,0,0,0,1,1,8,46,72,0,2023,1,23,23
3,0,2022.0,144000,0.0,87.0,3,0,0,0,1,1,4,61,61,0,2023,1,23,23
3,0,2020.0,113000,0.0,63.0,3,0,0,0,1,1,4,53,53,0,2023,1,23,23
3,24,2019.0,68000,0.0,59.0,1,0,0,4480,1,2,0,27,53,0,2023,1,23,23
5,1,2015.0,180000,0.0,152.0,3,0,0,0,1,2,10,70,53,1,2023,1,23,23
3,0,2022.0,127000,0.0,70.0,3,0,0,0,1,1,8,86,45,0,2023,1,23,23
3,0,2019.0,85500,0.0,54.0,3,0,0,0,1,1,3,44,45,0,2023,1,23,23
3,0,2021.0,206000,0.0,59.0,3,0,0,0,1,0,3,51,11,0,2023,1,23,23
3,516,2018.0,121000,0.0,102.0,3,0,0,0,1,0,8,46,53,0,2023,1,23,23
3,0,2021.0,59000,0.0,59.0,3,0,0,0,1,1,4,37,65,1,2023,1,23,23
3,0,2021.0,136000,0.0,59.0,3,0,0,0,1,1,5,16,53,0,2023,1,23,23
3,0,2022.0,126000,0.0,59.0,3,0,0,0,1,1,0,18,43,0,2023,1,23,23
3,0,2022.0,132000,0.0,78.0,3,0,0,0,1,1,10,4,9,0,2023,1,23,23
3,1,2019.0,79000,0.0,38.0,1,0,0,5712,1,0,4,37,53,0,2023,1,23,23
3,0,2019.0,83000,0.0,38.0,3,0,0,0,1,1,8,46,1,0,2023,1,23,23
3,1,2017.0,83000,0.0,42.0,1,0,0,13552,1,0,7,71,53,0,2023,1,23,23
3,1,2019.0,79000,0.0,38.0,1,0,0,13552,1,0,4,37,53,0,2023,1,23,23
3,0,2017.0,145000,0.0,59.0,3,0,0,0,1,1,8,85,16,1,2023,1,23,23
3,0,2018.0,98000,0.0,57.0,1,0,0,7840,1,1,8,86,45,0,2023,1,23,23
3,0,2018.0,83000,0.0,59.0,3,0,0,0,1,1,8,86,45,0,2023,1,23,23
3,0,2018.0,88500,0.0,38.0,3,0,0,0,1,1,3,44,53,0,2023,1,23,23
3,0,2016.0,133500,0.0,59.0,1,0,0,11816,1,1,2,78,53,0,2023,1,23,23
3,1,2018.0,127500,0.0,108.0,1,0,0,11144,1,1,4,37,53,0,2023,1,23,23
3,0,2018.0,83000,0.0,59.0,3,0,0,0,1,0,8,86,45,0,2023,1,23,23
3,0,2019.0,146000,0.0,59.0,3,0,0,0,1,1,3,51,12,0,2023,1,23,23
3,0,2019.0,174000,0.0,115.0,3,0,0,0,1,1,10,79,53,0,2023,1,23,23
3,0,2020.0,98000,0.0,52.0,1,0,0,7840,1,1,10,24,53,0,2023,1,23,23
3,0,2014.0,91000,0.0,54.0,3,0,0,0,1,2,2,7,53,1,2023,1,23,23
3,2,2017.0,74000,0.0,28.0,3,0,0,0,1,2,8,46,72,0,2023,1,23,23
3,0,2022.0,126000,0.0,55.0,3,0,0,0,1,1,2,76,53,1,2023,1,23,23
3,0,2020.0,92000,0.0,59.0,1,0,0,7168,1,1,8,46,72,0,2023,1,23,23
3,2,2022.0,90000,0.0,43.0,3,0,0,0,1,0,10,24,53,0,2023,1,23,23
3,0,2018.0,105000,0.0,56.0,3,0,0,0,1,1,3,51,36,0,2023,1,23,23
3,2,2016.0,75000,0.0,30.0,1,0,0,5264,1,0,1,65,11,0,2023,1,23,23
3,0,2022.0,178000,0.0,59.0,3,0,0,0,1,1,8,67,41,0,2023,1,23,23
3,0,2022.0,191000,0.0,59.0,3,0,0,0,1,1,8,67,18,0,2023,1,23,23
3,0,2015.0,102000,0.0,64.0,3,0,0,0,1,1,8,46,72,0,2023,1,23,23
3,1,2017.0,83000,0.0,42.0,1,0,0,6160,1,0,7,71,53,0,2023,1,23,23
3,0,2019.0,76000,0.0,59.0,3,0,0,0,1,0,8,46,72,0,2023,1,23,23
3,1,2018.0,84000,0.0,44.0,3,0,0,0,1,2,10,24,53,0,2023,1,23,23
3,0,2017.0,119000,0.0,98.0,3,0,0,0,1,1,8,86,53,0,2023,1,23,23
3,0,2019.0,112000,0.0,77.0,3,0,0,0,1,0,5,41,53,0,2023,1,23,23
3,1,2018.0,127500,0.0,108.0,1,0,0,11144,1,1,4,37,53,0,2023,1,23,23
3,0,2021.0,107000,0.0,59.0,3,0,0,0,1,1,3,51,53,0,2023,1,23,23
3,4,2019.0,78000,0.0,40.0,1,0,0,5600,1,2,3,44,53,0,2023,1,23,23
3,1,2019.0,111000,0.0,62.0,3,0,0,0,1,1,3,44,53,0,2023,1,23,23
3,0,2021.0,134000,0.0,59.0,3,0,0,0,1,1,3,51,53,1,2023,1,23,23
3,0,2017.0,96000,0.0,52.0,1,0,0,7616,1,0,3,3,53,0,2023,1,23,23
3,0,2021.0,370000,0.0,144.0,3,0,0,0,1,1,4,53,53,0,2023,1,23,23
3,0,2013.0,139000,0.0,121.0,1,0,0,12432,1,1,8,46,53,0,2023,1,23,23
3,0,2019.0,154000,0.0,100.0,1,0,0,14112,1,1,10,24,53,0,2023,1,23,23
